Data source,Date of update,Product name,Product type,Non-traditionals categories,Antibacterial class,Indications,Route of administration,R&D phase,Developer,Pathogen category,Pathogen name,Pathogen activity,Active against priority pathogens?,Innovative?,NCE?,Mycobacterium tuberculosis,Clostridioides difficile
WHO AMR pipeline analysis,Nov-21,LMN-101,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,Lumen Bioscience,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,LMN-101,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,Lumen Bioscience,Priority pathogens,Campylobacter spp.,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,LMN-101,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,Lumen Bioscience,Priority pathogens,All critical priority pathogens,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LMN-101,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,Lumen Bioscience,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LSVT-1701,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LSVT-1701,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,LSVT-1701,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LSVT-1701,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Other priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LSVT-1701,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LSVT-1701,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Helicobacter pylori,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LSVT-1701,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,LSVT-1701,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Enterococcus faecium,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LSVT-1701,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Enterobacterales,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LSVT-1701,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Critical priority pathogens,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LSVT-1701,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Campylobacter spp.,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LSVT-1701,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,Roivant Sciences/iNtRON Biotechnology,Priority pathogens,All critical priority pathogens,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LSVT-1701,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,MRX-8,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,MicuRx,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,MRX-8,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,MicuRx,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,MRX-8,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,MicuRx,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,MRX-8,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,MicuRx,Priority pathogens,Other priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,MRX-8,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,MicuRx,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,MRX-8,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,MicuRx,Priority pathogens,Helicobacter pylori,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,MRX-8,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,MicuRx,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,MRX-8,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,MicuRx,Priority pathogens,Enterococcus faecium,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,MRX-8,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,MicuRx,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,MRX-8,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,MicuRx,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,MRX-8,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,MicuRx,Priority pathogens,Campylobacter spp.,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,MRX-8,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,MicuRx,Priority pathogens,All critical priority pathogens,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,MRX-8,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,MicuRx,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nacubactam + meropenem,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,Meiji Seika,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nacubactam + meropenem,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,Meiji Seika,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nacubactam + meropenem,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,Meiji Seika,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nacubactam + meropenem,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,Meiji Seika,Priority pathogens,Other priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nacubactam + meropenem,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,Meiji Seika,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nacubactam + meropenem,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,Meiji Seika,Priority pathogens,Helicobacter pylori,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nacubactam + meropenem,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,Meiji Seika,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nacubactam + meropenem,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,Meiji Seika,Priority pathogens,Enterococcus faecium,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nacubactam + meropenem,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,Meiji Seika,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nacubactam + meropenem,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,Meiji Seika,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nacubactam + meropenem,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,Meiji Seika,Priority pathogens,Campylobacter spp.,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nacubactam + meropenem,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,Meiji Seika,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nacubactam + meropenem,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,Meiji Seika,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nafithromycin,Antibiotics,,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,Wockhardt Ltd.,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nafithromycin,Antibiotics,,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,Wockhardt Ltd.,Priority pathogens,All critical priority pathogens,Critical priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nafithromycin,Antibiotics,,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,Wockhardt Ltd.,Priority pathogens,Critical priority pathogens,Critical priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nafithromycin,Antibiotics,,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,Wockhardt Ltd.,Priority pathogens,Enterobacterales,Critical priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nafithromycin,Antibiotics,,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,Wockhardt Ltd.,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nafithromycin,Antibiotics,,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,Wockhardt Ltd.,Priority pathogens,Campylobacter spp.,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nafithromycin,Antibiotics,,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,Wockhardt Ltd.,Priority pathogens,Enterococcus faecium,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nafithromycin,Antibiotics,,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,Wockhardt Ltd.,Priority pathogens,Helicobacter pylori,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nafithromycin,Antibiotics,,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,Wockhardt Ltd.,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nafithromycin,Antibiotics,,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,Wockhardt Ltd.,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nafithromycin,Antibiotics,,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,Wockhardt Ltd.,Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nafithromycin,Antibiotics,,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,Wockhardt Ltd.,Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Nafithromycin,Antibiotics,,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,Wockhardt Ltd.,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,OligoG,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,AlgiPharma AS,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,OligoG,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,AlgiPharma AS,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,OligoG,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,AlgiPharma AS,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,OligoG,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,AlgiPharma AS,Priority pathogens,Other priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,OligoG,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,AlgiPharma AS,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,OligoG,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,AlgiPharma AS,Priority pathogens,Helicobacter pylori,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,OligoG,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,AlgiPharma AS,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,OligoG,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,AlgiPharma AS,Priority pathogens,Enterococcus faecium,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,OligoG,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,AlgiPharma AS,Priority pathogens,Enterobacterales,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,OligoG,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,AlgiPharma AS,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,OligoG,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,AlgiPharma AS,Priority pathogens,Campylobacter spp.,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,OligoG,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,AlgiPharma AS,Priority pathogens,All critical priority pathogens,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,OligoG,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,AlgiPharma AS,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Phage,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,"Adaptive Phage
Therapeutics",Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Phage,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,"Adaptive Phage
Therapeutics",Priority pathogens,Staphylococcus aureus,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Phage,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,"Adaptive Phage
Therapeutics",Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Phage,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,"Adaptive Phage
Therapeutics",Priority pathogens,Other priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Phage,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,"Adaptive Phage
Therapeutics",Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Phage,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,"Adaptive Phage
Therapeutics",Priority pathogens,Helicobacter pylori,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Phage,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,"Adaptive Phage
Therapeutics",Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Phage,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,"Adaptive Phage
Therapeutics",Priority pathogens,Enterococcus faecium,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Phage,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,"Adaptive Phage
Therapeutics",Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,Phage,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,"Adaptive Phage
Therapeutics",Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,Phage,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,"Adaptive Phage
Therapeutics",Priority pathogens,Campylobacter spp.,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Phage,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,"Adaptive Phage
Therapeutics",Priority pathogens,All critical priority pathogens,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Phage,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,"Adaptive Phage
Therapeutics",Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2014,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2014,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2014,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2014,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Other priority pathogens,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2014,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2014,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Helicobacter pylori,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2014,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2014,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Enterococcus faecium,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2014,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2014,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2014,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Campylobacter spp.,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2014,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,All critical priority pathogens,Critical priority pathogens,Yes,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2014,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Yes,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2015,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,Qpex Biopharma,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2015,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,Qpex Biopharma,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2015,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,Qpex Biopharma,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2015,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,Qpex Biopharma,Priority pathogens,Other priority pathogens,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2015,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,Qpex Biopharma,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2015,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,Qpex Biopharma,Priority pathogens,Helicobacter pylori,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2015,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,Qpex Biopharma,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2015,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,Qpex Biopharma,Priority pathogens,Enterococcus faecium,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2015,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,Qpex Biopharma,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2015,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,Qpex Biopharma,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2015,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,Qpex Biopharma,Priority pathogens,Campylobacter spp.,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2015,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,Qpex Biopharma,Priority pathogens,All critical priority pathogens,Critical priority pathogens,Possibly,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX7728 + QPX2015,Antibiotics,,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,Qpex Biopharma,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX9003,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX9003,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX9003,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,Inconclusive,Yes,,
