Product name,Alternative name,Product type,Non-traditionals categories,Antibacterial class,Indications,Route of administration,R&D phase,Clinical trials,Developer,Pathogen category,Pathogen name,Pathogen activity,Active against priority pathogens?,Innovative?,Mycobacterium tuberculosis,Clostridioides difficile
LMN-101,NA,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,"NCT04098263, NCT04182490",Lumen Bioscience,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,NA,NA,NA,NA
LSVT-1701,"Tonabacase, SAL200",Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,"NCT03089697, NCT03446053",Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,NA,NA,NA
LSVT-1701,"Tonabacase, SAL200",Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,"NCT03089697, NCT03446053",Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,NA,NA,NA
LSVT-1701,"Tonabacase, SAL200",Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,"NCT03089697, NCT03446053",Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,NA,NA,NA,NA
LSVT-1701,"Tonabacase, SAL200",Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,"NCT03089697, NCT03446053",Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,NA,NA,NA
LSVT-1701,"Tonabacase, SAL200",Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,"NCT03089697, NCT03446053",Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,NA,NA,NA
LSVT-1701,"Tonabacase, SAL200",Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,"NCT03089697, NCT03446053",Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,NA,NA,NA
LSVT-1701,"Tonabacase, SAL200",Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,"NCT03089697, NCT03446053",Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,NA,NA,NA
LSVT-1701,"Tonabacase, SAL200",Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,"NCT03089697, NCT03446053",Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,NA,NA,NA
LSVT-1701,"Tonabacase, SAL200",Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,"NCT03089697, NCT03446053",Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Enterobacterales,Critical priority pathogens,NA,NA,NA,NA
LSVT-1701,"Tonabacase, SAL200",Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,"NCT03089697, NCT03446053",Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Critical priority pathogens,Critical priority pathogens,NA,NA,NA,NA
LSVT-1701,"Tonabacase, SAL200",Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,"NCT03089697, NCT03446053",Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,NA,NA,NA
LSVT-1701,"Tonabacase, SAL200",Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,"NCT03089697, NCT03446053",Roivant Sciences/iNtRON Biotechnology,Priority pathogens,All critical priority pathogens,Critical priority pathogens,NA,NA,NA,NA
LSVT-1701,"Tonabacase, SAL200",Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase II,"NCT03089697, NCT03446053",Roivant Sciences/iNtRON Biotechnology,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,NA,NA,NA,NA
MRX-8,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04649541,MicuRx,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,No,NA,NA
MRX-8,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04649541,MicuRx,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,No,NA,NA
MRX-8,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04649541,MicuRx,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,No,NA,NA
MRX-8,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04649541,MicuRx,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,No,NA,NA
MRX-8,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04649541,MicuRx,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,No,NA,NA
MRX-8,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04649541,MicuRx,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,No,NA,NA
MRX-8,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04649541,MicuRx,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,No,NA,NA
MRX-8,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04649541,MicuRx,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,No,NA,NA
MRX-8,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04649541,MicuRx,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,No,NA,NA
MRX-8,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04649541,MicuRx,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,NA,NA
MRX-8,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04649541,MicuRx,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,No,NA,NA
MRX-8,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04649541,MicuRx,Priority pathogens,All critical priority pathogens,Critical priority pathogens,Yes,No,NA,NA
MRX-8,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04649541,MicuRx,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Yes,No,NA,NA
Nacubactam + meropenem,OP0595,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,NCT03174795,Meiji Seika,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,No,NA,NA
Nacubactam + meropenem,OP0595,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,NCT03174795,Meiji Seika,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,No,NA,NA
Nacubactam + meropenem,OP0595,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,NCT03174795,Meiji Seika,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,NA,NA
Nacubactam + meropenem,OP0595,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,NCT03174795,Meiji Seika,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,No,NA,NA
Nacubactam + meropenem,OP0595,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,NCT03174795,Meiji Seika,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,No,NA,NA
Nacubactam + meropenem,OP0595,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,NCT03174795,Meiji Seika,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,No,NA,NA
Nacubactam + meropenem,OP0595,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,NCT03174795,Meiji Seika,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,No,NA,NA
Nacubactam + meropenem,OP0595,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,NCT03174795,Meiji Seika,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,No,NA,NA
Nacubactam + meropenem,OP0595,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,NCT03174795,Meiji Seika,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,No,NA,NA
Nacubactam + meropenem,OP0595,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,NCT03174795,Meiji Seika,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,NA,NA
Nacubactam + meropenem,OP0595,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,NCT03174795,Meiji Seika,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,No,NA,NA
Nacubactam + meropenem,OP0595,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,NCT03174795,Meiji Seika,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,NA,NA
Nacubactam + meropenem,OP0595,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,Bacterial infections,IV,Phase I,NCT03174795,Meiji Seika,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,No,NA,NA
Nafithromycin,WCK 4873,Antibiotics,NA,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,"NCT02903836, CTRI/2019/11/021964",Wockhardt Ltd.,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,NA,No,NA,NA
Nafithromycin,WCK 4873,Antibiotics,NA,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,"NCT02903836, CTRI/2019/11/021964",Wockhardt Ltd.,Priority pathogens,All critical priority pathogens,Critical priority pathogens,NA,No,NA,NA
Nafithromycin,WCK 4873,Antibiotics,NA,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,"NCT02903836, CTRI/2019/11/021964",Wockhardt Ltd.,Priority pathogens,Critical priority pathogens,Critical priority pathogens,NA,No,NA,NA
Nafithromycin,WCK 4873,Antibiotics,NA,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,"NCT02903836, CTRI/2019/11/021964",Wockhardt Ltd.,Priority pathogens,Enterobacterales,Critical priority pathogens,NA,No,NA,NA
Nafithromycin,WCK 4873,Antibiotics,NA,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,"NCT02903836, CTRI/2019/11/021964",Wockhardt Ltd.,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,NA,No,NA,NA
Nafithromycin,WCK 4873,Antibiotics,NA,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,"NCT02903836, CTRI/2019/11/021964",Wockhardt Ltd.,Priority pathogens,Campylobacter spp.,Other priority pathogens,No,No,NA,NA
Nafithromycin,WCK 4873,Antibiotics,NA,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,"NCT02903836, CTRI/2019/11/021964",Wockhardt Ltd.,Priority pathogens,Enterococcus faecium,Other priority pathogens,No,No,NA,NA
Nafithromycin,WCK 4873,Antibiotics,NA,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,"NCT02903836, CTRI/2019/11/021964",Wockhardt Ltd.,Priority pathogens,Helicobacter pylori,Other priority pathogens,No,No,NA,NA
Nafithromycin,WCK 4873,Antibiotics,NA,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,"NCT02903836, CTRI/2019/11/021964",Wockhardt Ltd.,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,No,No,NA,NA
Nafithromycin,WCK 4873,Antibiotics,NA,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,"NCT02903836, CTRI/2019/11/021964",Wockhardt Ltd.,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,No,NA,NA
Nafithromycin,WCK 4873,Antibiotics,NA,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,"NCT02903836, CTRI/2019/11/021964",Wockhardt Ltd.,Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,No,NA,NA
Nafithromycin,WCK 4873,Antibiotics,NA,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,"NCT02903836, CTRI/2019/11/021964",Wockhardt Ltd.,Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,No,NA,NA
Nafithromycin,WCK 4873,Antibiotics,NA,Macrolide,CABP (caused by S. pneumoniae and S. aureus),Oral,Phase III,"NCT02903836, CTRI/2019/11/021964",Wockhardt Ltd.,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,Yes,No,NA,NA
OligoG,CF-5/20,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,NCT03822455,AlgiPharma AS,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,NA,NA,NA
OligoG,CF-5/20,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,NCT03822455,AlgiPharma AS,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,NA,NA,NA
OligoG,CF-5/20,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,NCT03822455,AlgiPharma AS,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,NA,NA,NA
OligoG,CF-5/20,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,NCT03822455,AlgiPharma AS,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,NA,NA,NA
OligoG,CF-5/20,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,NCT03822455,AlgiPharma AS,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,NA,NA,NA
OligoG,CF-5/20,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,NCT03822455,AlgiPharma AS,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,NA,NA,NA
OligoG,CF-5/20,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,NCT03822455,AlgiPharma AS,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,NA,NA,NA
OligoG,CF-5/20,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,NCT03822455,AlgiPharma AS,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,NA,NA,NA
OligoG,CF-5/20,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,NCT03822455,AlgiPharma AS,Priority pathogens,Enterobacterales,Critical priority pathogens,NA,NA,NA,NA
OligoG,CF-5/20,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,NCT03822455,AlgiPharma AS,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,NA,NA,NA
OligoG,CF-5/20,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,NCT03822455,AlgiPharma AS,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,NA,NA,NA
OligoG,CF-5/20,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,NCT03822455,AlgiPharma AS,Priority pathogens,All critical priority pathogens,Critical priority pathogens,NA,NA,NA,NA
OligoG,CF-5/20,Non-traditional,Miscellaneous,Alginate oligosaccharide (G-block) fragment,Cystic fibrosis,Inhalation,Phase II,NCT03822455,AlgiPharma AS,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,NA,NA,NA,NA
Phage,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,NCT04287478,Adaptive Phage Therapeutics,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,NA,NA,NA
Phage,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,NCT04287478,Adaptive Phage Therapeutics,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,NA,NA,NA
Phage,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,NCT04287478,Adaptive Phage Therapeutics,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,NA,NA,NA,NA
Phage,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,NCT04287478,Adaptive Phage Therapeutics,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,NA,NA,NA
Phage,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,NCT04287478,Adaptive Phage Therapeutics,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,NA,NA,NA
Phage,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,NCT04287478,Adaptive Phage Therapeutics,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,NA,NA,NA
Phage,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,NCT04287478,Adaptive Phage Therapeutics,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,NA,NA,NA
Phage,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,NCT04287478,Adaptive Phage Therapeutics,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,NA,NA,NA
Phage,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,NCT04287478,Adaptive Phage Therapeutics,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,NA,NA,NA
Phage,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,NCT04287478,Adaptive Phage Therapeutics,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,NA,NA,NA
Phage,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,NCT04287478,Adaptive Phage Therapeutics,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,NA,NA,NA
Phage,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,NCT04287478,Adaptive Phage Therapeutics,Priority pathogens,All critical priority pathogens,Critical priority pathogens,NA,NA,NA,NA
Phage,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,E. coli,IV,Phase II,NCT04287478,Adaptive Phage Therapeutics,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,NA,NA,NA,NA
QPX7728 + QPX2014,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,"NCT04380207, NCT05072444",Qpex Biopharma,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,Inconclusive,NA,NA
QPX7728 + QPX2014,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,"NCT04380207, NCT05072444",Qpex Biopharma,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,Inconclusive,NA,NA
QPX7728 + QPX2014,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,"NCT04380207, NCT05072444",Qpex Biopharma,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,Inconclusive,NA,NA
QPX7728 + QPX2014,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,"NCT04380207, NCT05072444",Qpex Biopharma,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,Inconclusive,NA,NA
QPX7728 + QPX2014,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,"NCT04380207, NCT05072444",Qpex Biopharma,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,Inconclusive,NA,NA
QPX7728 + QPX2014,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,"NCT04380207, NCT05072444",Qpex Biopharma,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,Inconclusive,NA,NA
QPX7728 + QPX2014,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,"NCT04380207, NCT05072444",Qpex Biopharma,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,Inconclusive,NA,NA
QPX7728 + QPX2014,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,"NCT04380207, NCT05072444",Qpex Biopharma,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,Inconclusive,NA,NA
QPX7728 + QPX2014,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,"NCT04380207, NCT05072444",Qpex Biopharma,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,Inconclusive,NA,NA
QPX7728 + QPX2014,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,"NCT04380207, NCT05072444",Qpex Biopharma,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,Inconclusive,NA,NA
QPX7728 + QPX2014,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,"NCT04380207, NCT05072444",Qpex Biopharma,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,Inconclusive,NA,NA
QPX7728 + QPX2014,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,"NCT04380207, NCT05072444",Qpex Biopharma,Priority pathogens,All critical priority pathogens,Critical priority pathogens,Yes,Inconclusive,NA,NA
QPX7728 + QPX2014,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,IV,Phase I,"NCT04380207, NCT05072444",Qpex Biopharma,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Yes,Inconclusive,NA,NA
QPX7728 + QPX2015,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,NCT03939429,Qpex Biopharma,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,Inconclusive,NA,NA
QPX7728 + QPX2015,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,NCT03939429,Qpex Biopharma,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,Inconclusive,NA,NA
QPX7728 + QPX2015,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,NCT03939429,Qpex Biopharma,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,Inconclusive,NA,NA
QPX7728 + QPX2015,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,NCT03939429,Qpex Biopharma,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,Inconclusive,NA,NA
QPX7728 + QPX2015,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,NCT03939429,Qpex Biopharma,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,Inconclusive,NA,NA
QPX7728 + QPX2015,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,NCT03939429,Qpex Biopharma,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,Inconclusive,NA,NA
QPX7728 + QPX2015,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,NCT03939429,Qpex Biopharma,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,Inconclusive,NA,NA
QPX7728 + QPX2015,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,NCT03939429,Qpex Biopharma,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,Inconclusive,NA,NA
QPX7728 + QPX2015,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,NCT03939429,Qpex Biopharma,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,Inconclusive,NA,NA
QPX7728 + QPX2015,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,NCT03939429,Qpex Biopharma,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,Inconclusive,NA,NA
QPX7728 + QPX2015,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,NCT03939429,Qpex Biopharma,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,Inconclusive,NA,NA
QPX7728 + QPX2015,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,NCT03939429,Qpex Biopharma,Priority pathogens,All critical priority pathogens,Critical priority pathogens,Possibly,Inconclusive,NA,NA
QPX7728 + QPX2015,NA,Antibiotics,NA,Boronate-BLI + undisclosed,Gram-negative infections,Oral,Phase I,NCT03939429,Qpex Biopharma,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,Inconclusive,NA,NA
QPX9003,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04808414,Qpex Biopharma,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,Inconclusive,NA,NA
QPX9003,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04808414,Qpex Biopharma,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,Inconclusive,NA,NA
QPX9003,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04808414,Qpex Biopharma,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,Inconclusive,NA,NA
QPX9003,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04808414,Qpex Biopharma,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,Inconclusive,NA,NA
QPX9003,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04808414,Qpex Biopharma,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,Inconclusive,NA,NA
QPX9003,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04808414,Qpex Biopharma,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,Inconclusive,NA,NA
QPX9003,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04808414,Qpex Biopharma,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,Inconclusive,NA,NA
QPX9003,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04808414,Qpex Biopharma,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,Inconclusive,NA,NA
