	Data.source	Date.of.update	Alternative.name	Product.type	Antibacterial.class	Indications	Route.of.administration	R.D.phase	Clinical.trials	Developer	Pathogen.category	Pathogen.name	Pathogen.activity	Active.against.priority.pathogens.	Innovative.	NCE.	Mycobacterium.tuberculosis	Clostridioides.difficile	Combined.Categories
507	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Live biotherapeutic product	H. pylori	Oral	Phase I	ACTRN12620000923965	Servatus	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	Microbiome-modulating agents
508	WHO AMR pipeline analysis	2021-11-01	VNRX-5133 + cefepime	Antibiotics	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	Yes	Yes	No	Unknown	Taniborbactam + cefepime
509	WHO AMR pipeline analysis	2021-11-01	VNRX-5133 + cefepime	Antibiotics	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	Yes	Yes	No	Unknown	Taniborbactam + cefepime
510	WHO AMR pipeline analysis	2021-11-01	VNRX-5133 + cefepime	Antibiotics	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	Yes	Yes	No	Unknown	Taniborbactam + cefepime
511	WHO AMR pipeline analysis	2021-11-01	VNRX-5133 + cefepime	Antibiotics	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Other priority pathogens	Other priority pathogens	No	Yes	Yes	No	Unknown	Taniborbactam + cefepime
512	WHO AMR pipeline analysis	2021-11-01	VNRX-5133 + cefepime	Antibiotics	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	Yes	Yes	No	Unknown	Taniborbactam + cefepime
513	WHO AMR pipeline analysis	2021-11-01	VNRX-5133 + cefepime	Antibiotics	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	Yes	Yes	No	Unknown	Taniborbactam + cefepime
514	WHO AMR pipeline analysis	2021-11-01	VNRX-5133 + cefepime	Antibiotics	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	Yes	Yes	No	Unknown	Taniborbactam + cefepime
515	WHO AMR pipeline analysis	2021-11-01	VNRX-5133 + cefepime	Antibiotics	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	Yes	Yes	No	Unknown	Taniborbactam + cefepime
516	WHO AMR pipeline analysis	2021-11-01	VNRX-5133 + cefepime	Antibiotics	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	Yes	Yes	No	Unknown	Taniborbactam + cefepime
517	WHO AMR pipeline analysis	2021-11-01	VNRX-5133 + cefepime	Antibiotics	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	Yes	Yes	No	Unknown	Taniborbactam + cefepime
518	WHO AMR pipeline analysis	2021-11-01	VNRX-5133 + cefepime	Antibiotics	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	Yes	Yes	No	Unknown	Taniborbactam + cefepime
519	WHO AMR pipeline analysis	2021-11-01	VNRX-5133 + cefepime	Antibiotics	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	Yes	Yes	No	Unknown	Taniborbactam + cefepime
520	WHO AMR pipeline analysis	2021-11-01	VNRX-5133 + cefepime	Antibiotics	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	Yes	Yes	No	Unknown	Taniborbactam + cefepime
521	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	TNP-2092
522	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Possibly	No	Yes	No	Unknown	TNP-2092
523	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	No	Yes	No	Unknown	TNP-2092
524	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Other priority pathogens	Other priority pathogens	Possibly	No	Yes	No	Unknown	TNP-2092
525	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	TNP-2092
526	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Helicobacter pylori	Other priority pathogens	Possibly	No	Yes	No	Unknown	TNP-2092
527	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Possibly	No	Yes	No	Unknown	TNP-2092
528	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Enterococcus faecium	Other priority pathogens	Possibly	No	Yes	No	Unknown	TNP-2092
529	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Enterobacterales	Critical priority pathogens	No	No	Yes	No	Unknown	TNP-2092
530	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	TNP-2092
531	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	TNP-2092
532	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	TNP-2092
533	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	TNP-2092
534	WHO AMR pipeline analysis	2021-11-01		Antibiotics	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	TNP-2198
535	WHO AMR pipeline analysis	2021-11-01		Antibiotics	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	TNP-2198
536	WHO AMR pipeline analysis	2021-11-01		Antibiotics	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	No	Yes	No	Unknown	TNP-2198
537	WHO AMR pipeline analysis	2021-11-01		Antibiotics	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	No	Yes	No	Unknown	TNP-2198
538	WHO AMR pipeline analysis	2021-11-01		Antibiotics	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	Possibly	No	Yes	No	Unknown	TNP-2198
539	WHO AMR pipeline analysis	2021-11-01		Antibiotics	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Helicobacter pylori	Other priority pathogens	Yes	No	Yes	No	Unknown	TNP-2198
540	WHO AMR pipeline analysis	2021-11-01		Antibiotics	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	TNP-2198
541	WHO AMR pipeline analysis	2021-11-01		Antibiotics	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	TNP-2198
542	WHO AMR pipeline analysis	2021-11-01		Antibiotics	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Enterobacterales	Critical priority pathogens	No	No	Yes	No	Unknown	TNP-2198
543	WHO AMR pipeline analysis	2021-11-01		Antibiotics	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	TNP-2198
544	WHO AMR pipeline analysis	2021-11-01		Antibiotics	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	TNP-2198
545	WHO AMR pipeline analysis	2021-11-01		Antibiotics	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	TNP-2198
546	WHO AMR pipeline analysis	2021-11-01		Antibiotics	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	TNP-2198
547	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
548	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
549	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
550	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
551	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
552	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Helicobacter pylori	Other priority pathogens	Possibly	No	Yes	No	Unknown	Antibodies
553	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
554	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Enterococcus faecium	Other priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
555	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
556	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
557	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Campylobacter spp.	Other priority pathogens	Possibly	No	Yes	No	Unknown	Antibodies
558	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	All critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
559	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
560	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	Yes	Yes	No	Unknown	TXA709
561	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Yes	Yes	Yes	No	Unknown	TXA709
562	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	Yes	Yes	No	Unknown	TXA709
563	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	Yes	Yes	No	Unknown	TXA709
564	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	Yes	Yes	No	Unknown	TXA709
565	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	Yes	Yes	No	Unknown	TXA709
566	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Yes	Yes	Yes	No	Unknown	TXA709
567	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	Yes	Yes	No	Unknown	TXA709
568	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Enterobacterales	Critical priority pathogens	Possibly	Yes	Yes	No	Unknown	TXA709
569	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	Yes	Yes	No	Unknown	TXA709
570	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	Yes	Yes	No	Unknown	TXA709
571	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	Yes	Yes	No	Unknown	TXA709
572	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	Yes	Yes	No	Unknown	TXA709
573	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	Yes	Yes	No	Unknown	VNRX-7145 + ceftibuten
574	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	Yes	Yes	No	Unknown	VNRX-7145 + ceftibuten
575	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	Yes	Yes	No	Unknown	VNRX-7145 + ceftibuten
576	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Other priority pathogens	Other priority pathogens	No	Yes	Yes	No	Unknown	VNRX-7145 + ceftibuten
577	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	Yes	Yes	No	Unknown	VNRX-7145 + ceftibuten
578	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	Yes	Yes	No	Unknown	VNRX-7145 + ceftibuten
579	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	Yes	Yes	No	Unknown	VNRX-7145 + ceftibuten
580	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	Yes	Yes	No	Unknown	VNRX-7145 + ceftibuten
581	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	Yes	Yes	No	Unknown	VNRX-7145 + ceftibuten
582	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	Yes	Yes	No	Unknown	VNRX-7145 + ceftibuten
583	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	Yes	Yes	No	Unknown	VNRX-7145 + ceftibuten
584	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	Yes	Yes	No	Unknown	VNRX-7145 + ceftibuten
585	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	Yes	Yes	No	Unknown	VNRX-7145 + ceftibuten
586	WHO AMR pipeline analysis	2021-11-01		Antibiotics	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	"XNW4107 +imipenem 
+ cilastin"
587	WHO AMR pipeline analysis	2021-11-01		Antibiotics	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	"XNW4107 +imipenem 
+ cilastin"
588	WHO AMR pipeline analysis	2021-11-01		Antibiotics	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	No	Yes	No	Unknown	"XNW4107 +imipenem 
+ cilastin"
589	WHO AMR pipeline analysis	2021-11-01		Antibiotics	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	"XNW4107 +imipenem 
+ cilastin"
590	WHO AMR pipeline analysis	2021-11-01		Antibiotics	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	"XNW4107 +imipenem 
+ cilastin"
591	WHO AMR pipeline analysis	2021-11-01		Antibiotics	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	"XNW4107 +imipenem 
+ cilastin"
592	WHO AMR pipeline analysis	2021-11-01		Antibiotics	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	"XNW4107 +imipenem 
+ cilastin"
593	WHO AMR pipeline analysis	2021-11-01		Antibiotics	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	"XNW4107 +imipenem 
+ cilastin"
594	WHO AMR pipeline analysis	2021-11-01		Antibiotics	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Enterobacterales	Critical priority pathogens	Possibly	No	Yes	No	Unknown	"XNW4107 +imipenem 
+ cilastin"
595	WHO AMR pipeline analysis	2021-11-01		Antibiotics	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Possibly	No	Yes	No	Unknown	"XNW4107 +imipenem 
+ cilastin"
596	WHO AMR pipeline analysis	2021-11-01		Antibiotics	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	"XNW4107 +imipenem 
+ cilastin"
597	WHO AMR pipeline analysis	2021-11-01		Antibiotics	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	All critical priority pathogens	Critical priority pathogens	Possibly	No	Yes	No	Unknown	"XNW4107 +imipenem 
+ cilastin"
